Date,Close,MA_short,MA_long,Signal,Action,Cash,Holdings,Equity
2024-03-27,171.75,149.49,150.51,SELL,HOLD,126189.08,0.0,126189.08
2024-03-28,169.93,149.02,150.3,SELL,HOLD,126189.08,0.0,126189.08
2024-04-01,168.5,148.45,150.06,SELL,HOLD,126189.08,0.0,126189.08
2024-04-02,167.32,147.76,149.78,SELL,HOLD,126189.08,0.0,126189.08
2024-04-03,168.12,146.95,149.46,SELL,HOLD,126189.08,0.0,126189.08
2024-04-04,167.3,146.01,149.07,SELL,HOLD,126189.08,0.0,126189.08
2024-04-05,168.05,145.0,148.62,SELL,HOLD,126189.08,0.0,126189.08
2024-04-08,166.93,143.91,148.1,SELL,HOLD,126189.08,0.0,126189.08
2024-04-09,168.14,142.76,147.5,SELL,HOLD,126189.08,0.0,126189.08
2024-04-10,166.27,141.56,146.82,SELL,HOLD,126189.08,0.0,126189.08
2024-04-11,173.46,140.35,146.07,SELL,HOLD,126189.08,0.0,126189.08
2024-04-12,174.96,139.13,145.24,SELL,HOLD,126189.08,0.0,126189.08
2024-04-15,171.13,137.99,144.36,SELL,HOLD,126189.08,0.0,126189.08
2024-04-16,167.85,136.91,143.43,SELL,HOLD,126189.08,0.0,126189.08
2024-04-17,166.48,135.96,142.46,SELL,HOLD,126189.08,0.0,126189.08
2024-04-18,165.53,135.11,141.48,SELL,HOLD,126189.08,0.0,126189.08
2024-04-19,163.51,134.41,140.51,SELL,HOLD,126189.08,0.0,126189.08
2024-04-22,164.34,133.87,139.55,SELL,HOLD,126189.08,0.0,126189.08
2024-04-23,165.39,133.51,138.63,SELL,HOLD,126189.08,0.0,126189.08
2024-04-24,167.5,133.34,137.78,SELL,HOLD,126189.08,0.0,126189.08
2024-04-25,168.36,133.39,137.02,SELL,HOLD,126189.08,0.0,126189.08
2024-04-26,167.77,133.62,136.35,SELL,HOLD,126189.08,0.0,126189.08
2024-04-29,171.94,134.04,135.81,SELL,HOLD,126189.08,0.0,126189.08
2024-04-30,168.79,134.58,135.39,SELL,HOLD,126189.08,0.0,126189.08
2024-05-01,167.77,135.28,135.1,HOLD,HOLD,126189.08,0.0,126189.08
2024-05-02,171.47,136.06,134.95,BUY,BUY,0.0,735.1915,126062.89
2024-05-03,181.73,136.94,134.95,BUY,HOLD,0.0,735.1915,133603.52
2024-05-06,180.07,137.85,135.07,BUY,HOLD,0.0,735.1915,132386.8
2024-05-07,180.75,138.79,135.33,BUY,HOLD,0.0,735.1915,132889.53
2024-05-08,181.09,139.7,135.7,BUY,HOLD,0.0,735.1915,133137.22
2024-05-09,182.91,140.59,136.17,BUY,HOLD,0.0,735.1915,134470.5
2024-05-10,181.65,141.4,136.73,BUY,HOLD,0.0,735.1915,133543.96
2024-05-13,184.85,142.14,137.35,BUY,HOLD,0.0,735.1915,135900.41
2024-05-14,185.99,142.76,138.02,BUY,HOLD,0.0,735.1915,136739.39
2024-05-15,188.26,143.26,138.71,BUY,HOLD,0.0,735.1915,138410.08
2024-05-16,188.38,143.63,139.4,BUY,HOLD,0.0,735.1915,138497.6
2024-05-17,188.41,143.88,140.07,BUY,HOLD,0.0,735.1915,138519.49
2024-05-20,189.57,144.01,140.7,BUY,HOLD,0.0,735.1915,139373.06
2024-05-21,190.87,144.04,141.29,BUY,HOLD,0.0,735.1915,140328.79
